unit_id,volume,kind,source_number,source_label,parent_id,printed_page,source_file,line,anchor_sha256,authority_state,review_state
ega:0.5.3.3,0,statement,5.3.3,0.5.3.3,ega:subsection:0.5.3,0\textsubscript{I}:47,ega0/ega0-5.tex,153,473C1446EBD756B9C46BEB7C36044A57D0A6F7B9406606EC57C937327095F02D,english_discovery,unreviewed
ega:0.5.3.4,0,statement,5.3.4,0.5.3.4,ega:subsection:0.5.3,0\textsubscript{I}:47,ega0/ega0-5.tex,158,57C8851D8175557AB968D101BBDAD55476BB3AD762C16F01DF3D0B559BA4E70C,english_discovery,unreviewed
ega:0.5.3.5,0,statement,5.3.5,0.5.3.5,ega:subsection:0.5.3,0\textsubscript{I}:47,ega0/ega0-5.tex,166,39E1407D8CF07C3D4A694F2D2055EAAAE5428557F841E740FA1EB90DB71D7767,english_discovery,unreviewed
ega:0.5.3.6,0,statement,5.3.6,0.5.3.6,ega:subsection:0.5.3,0\textsubscript{I}:47,ega0/ega0-5.tex,171,47BD35C5E7C5FA5853E6B9C3B66E5BD71AF92B5EE18E876BA232FA824D885B9F,english_discovery,unreviewed
ega:0.5.3.7,0,statement,5.3.7,0.5.3.7,ega:subsection:0.5.3,0\textsubscript{I}:47,ega0/ega0-5.tex,177,AFE07951B00CDA1FEDB092C06C491B42BC2E39EFBD04BCD2553D622E7E5C10DD,english_discovery,unreviewed
ega:0.5.3.8,0,statement,5.3.8,0.5.3.8,ega:subsection:0.5.3,0\textsubscript{I}:47,ega0/ega0-5.tex,188,843AE1BF503ABC6D4DA4752A84A9B48CBC356D935446033A2AD54F23D97B2C30,english_discovery,unreviewed
ega:0.5.3.9,0,statement,5.3.9,0.5.3.9,ega:subsection:0.5.3,0\textsubscript{I}:48,ega0/ega0-5.tex,199,51287C5F701977AE8FE99B8D308FE4509DE247D1ECFAD0E3CD2B33F0811B9987,english_discovery,unreviewed
ega:0.5.3.10,0,statement,5.3.10,0.5.3.10,ega:subsection:0.5.3,0\textsubscript{I}:48,ega0/ega0-5.tex,207,C31C22D3DCF825753BDE3F60768CDB0B41AD8D681513FF761D782C65952560E7,english_discovery,unreviewed
ega:0.5.3.11,0,statement,5.3.11,0.5.3.11,ega:subsection:0.5.3,0\textsubscript{I}:48,ega0/ega0-5.tex,214,92DA60CC2E3A2D95C974C62CF4A5650089F2E6CA2355B8D851F6E27C863EC343,english_discovery,unreviewed
ega:0.5.3.12,0,statement,5.3.12,0.5.3.12,ega:subsection:0.5.3,0\textsubscript{I}:48,ega0/ega0-5.tex,222,D66D165F5D27CCD73723CB3FB94A609524592E29CFEB74888AB05784592033EF,english_discovery,unreviewed
ega:subsection:0.5.4,0,subsection,subsection:0.5.4,subsection:0.5.4,ega:section:0.5,0\textsubscript{I}:48,ega0/ega0-5.tex,228,D2FF42A5FD3DD634B4FA911686E5764C139A57F64DC9679F46F50371C0994A73,english_discovery,unreviewed
ega:0.5.4.1,0,statement,5.4.1,0.5.4.1,ega:subsection:0.5.4,0\textsubscript{I}:48,ega0/ega0-5.tex,231,8E125193EBB9B81619632652EE0D8A0504F092B79D455ACB653B8C5D553A2892,english_discovery,unreviewed
ega:0.5.4.2,0,statement,5.4.2,0.5.4.2,ega:subsection:0.5.4,0\textsubscript{I}:49,ega0/ega0-5.tex,252,00B3FDB6DD1930A0E86FFE0D22776F8C51FA9513B3975589D72E993DE458B621,english_discovery,unreviewed
ega:0.5.4.2.1,0,subitem,5.4.2,0.5.4.2.1,ega:0.5.4.2,0\textsubscript{I}:49,ega0/ega0-5.tex,257,6F1069BA8042304DACFC81DF45C3900395A4953E09F57CEDCAFE57CC5200A504,english_discovery,unreviewed
ega:0.5.4.3,0,statement,5.4.3,0.5.4.3,ega:subsection:0.5.4,0\textsubscript{I}:49,ega0/ega0-5.tex,276,8C5FDD9F21A2DA93D55C3C84D449C6882AA17CFFA7542C71634C64B72F046A1F,english_discovery,unreviewed
ega:0.5.4.4,0,statement,5.4.4,0.5.4.4,ega:subsection:0.5.4,0\textsubscript{I}:49,ega0/ega0-5.tex,297,A4A43F857C73423970520B04AF244164F17838A0C4321639C8ABC48A4171C180,english_discovery,unreviewed
ega:0.5.4.4.1,0,subitem,5.4.4,0.5.4.4.1,ega:0.5.4.4,0\textsubscript{I}:50,ega0/ega0-5.tex,305,DC187BB368ABEC9DA23AE16FD3CBDA2D5D9D8499F7D6A1F5EF0A96069C21AD92,english_discovery,unreviewed
ega:0.5.4.5,0,statement,5.4.5,0.5.4.5,ega:subsection:0.5.4,0\textsubscript{I}:50,ega0/ega0-5.tex,312,D64F98F1A881CEEB20CA8D1AB4428D85AE5AA038BB4B360D7261E7BBA784E554,english_discovery,unreviewed
ega:0.5.4.6,0,statement,5.4.6,0.5.4.6,ega:subsection:0.5.4,0\textsubscript{I}:50,ega0/ega0-5.tex,322,3B955B4625BCEBA51E1665E616ED3124D2EC1895922F25ED9AA55D53D9BB5387,english_discovery,unreviewed
ega:0.5.4.7,0,statement,5.4.7,0.5.4.7,ega:subsection:0.5.4,0\textsubscript{I}:51,ega0/ega0-5.tex,349,0D2E8811B7923BA2B1DD610355B2C5E2D5936A3B9449C3775DD6DFD7641C7525,english_discovery,unreviewed
ega:0.5.4.7:diagram:xymatrix:1,0,diagram,xymatrix:1,,ega:0.5.4.7,0\textsubscript{I}:51,ega0/ega0-5.tex,362,492BDC8578F7AAD81712916C9F333CF7C19B7B6DCF10E41E7BD08CB8DD7A095D,english_discovery,unreviewed
ega:0.5.4.8,0,statement,5.4.8,0.5.4.8,ega:subsection:0.5.4,0\textsubscript{I}:52,ega0/ega0-5.tex,383,DBC2094B9E55A1DFF3C70737F9EC1A2915C4093BE19A817437918050981079FE,english_discovery,unreviewed
ega:0.5.4.8.1,0,subitem,5.4.8,0.5.4.8.1,ega:0.5.4.8,0\textsubscript{I}:52,ega0/ega0-5.tex,389,5A758B49377D5B4517BDE8B85C9C5F619B793CE892CA774C93297458128F6EC8,english_discovery,unreviewed
ega:0.5.4.9,0,statement,5.4.9,0.5.4.9,ega:subsection:0.5.4,0\textsubscript{I}:52,ega0/ega0-5.tex,397,8520DE87A31B13576F1144E5CE8E17F792E22F5C0ED75091FF2AB8DE99E13284,english_discovery,unreviewed
ega:0.5.4.10,0,statement,5.4.10,0.5.4.10,ega:subsection:0.5.4,0\textsubscript{I}:52,ega0/ega0-5.tex,406,B7193D3EDF83E0D9CA71033028A61BF8EA145387DFBAF837C313DE7CAE2AE344,english_discovery,unreviewed
ega:subsection:0.5.5,0,subsection,subsection:0.5.5,subsection:0.5.5,ega:section:0.5,0\textsubscript{I}:53,ega0/ega0-5.tex,425,F746773F51EA0C103F87F9472DEF25BACE2F320A9E82B1DD48D06F493F9544C4,english_discovery,unreviewed
ega:0.5.5.1,0,statement,5.5.1,0.5.5.1,ega:subsection:0.5.5,0\textsubscript{I}:53,ega0/ega0-5.tex,428,CE5FE91D1ED469A1FB2F0D45B3986E1B90C42CB9F48E3BB2B60EBDB8DC2F0686,english_discovery,unreviewed
ega:0.5.5.2,0,statement,5.5.2,0.5.5.2,ega:subsection:0.5.5,0\textsubscript{I}:53,ega0/ega0-5.tex,438,56C59C2895308C8D2CA1DBDB445E13239173A75A7CCAE0E87AC28AF4BB9C422A,english_discovery,unreviewed
ega:0.5.5.3,0,statement,5.5.3,0.5.5.3,ega:subsection:0.5.5,0\textsubscript{I}:53,ega0/ega0-5.tex,457,33A639EB4D087A8469F65F89EB631B0DEEBC44E936F0A097574369CDB75CD275,english_discovery,unreviewed
ega:0.5.5.4,0,statement,5.5.4,0.5.5.4,ega:subsection:0.5.5,0\textsubscript{I}:54,ega0/ega0-5.tex,470,C826072645B2C3D91D36EE71E4173B615741E281901D210C0A7DF7B45063EA14,english_discovery,unreviewed
ega:0.5.5.5,0,statement,5.5.5,0.5.5.5,ega:subsection:0.5.5,0\textsubscript{I}:54,ega0/ega0-5.tex,484,7204074C20F1D50E8EC55086061FA9417D0117F194941375B544C578B9F97184,english_discovery,unreviewed
ega:section:0.6,0,section,section:0.6,section:0.6,ega:volume:0,,ega0/ega0-6.tex,2,70855776325D0B0AE5701CDEDB4868B91A9EDDBCECCA8A890701BB2F4F3DEB3D,english_discovery,unreviewed
ega:0.6.0.0,0,statement,6.0,0.6.0.0,ega:section:0.6,,ega0/ega0-6.tex,5,7F9EB5E70C4500082F78894478289B7F6E19E0E0499E7AFD54D181FDA1EB430A,english_discovery,unreviewed
ega:subsection:0.6.1,0,subsection,subsection:0.6.1,subsection:0.6.1,ega:section:0.6,0\textsubscript{I}:55,ega0/ega0-6.tex,19,BEB415EE0266AAFF26F740C885ED1A84698668B8AA383FE17B2F9175F0D9FD0F,english_discovery,unreviewed
ega:0.6.1.1,0,statement,6.1.1,0.6.1.1,ega:subsection:0.6.1,0\textsubscript{I}:55,ega0/ega0-6.tex,22,505F15A3B9B519386DCAE8D10C0A7E61BA317C2ABD31A70A4B49E8C03194EA5C,english_discovery,unreviewed
ega:0.6.1.2,0,statement,6.1.2,0.6.1.2,ega:subsection:0.6.1,0\textsubscript{I}:55,ega0/ega0-6.tex,39,6C9B61A4DBD54B6A36E60E583BCAAD98C157A09AC76C717CD9F62D8F6B9BF180,english_discovery,unreviewed
ega:0.6.1.3,0,statement,6.1.3,0.6.1.3,ega:subsection:0.6.1,0\textsubscript{I}:55,ega0/ega0-6.tex,55,AE9967CC8F13B9EB8FF1D28E44877F0EFCC1378456744614059ADE60CDE39AC4,english_discovery,unreviewed
ega:0.6.1.4,0,statement,6.1.4,0.6.1.4,ega:subsection:0.6.1,0\textsubscript{I}:55,ega0/ega0-6.tex,67,79021844310FAA4CF01430E736D3665F01B22F0DF6CD72C1B553DE2EFC66C042,english_discovery,unreviewed
ega:subsection:0.6.2,0,subsection,subsection:0.6.2,subsection:0.6.2,ega:section:0.6,0\textsubscript{I}:55,ega0/ega0-6.tex,74,F9846733DFA2A9786ABDB843899559211C9F46EFCA05ACEFFAF26F96FE5F268C,english_discovery,unreviewed
ega:0.6.2.1,0,statement,6.2.1,0.6.2.1,ega:subsection:0.6.2,0\textsubscript{I}:55,ega0/ega0-6.tex,82,108AE6D2A91089CC309133B7B4D1FED74B9BF795D1AE5B0E685D592A76DCAEF1,english_discovery,unreviewed
ega:0.6.2.2,0,statement,6.2.2,0.6.2.2,ega:subsection:0.6.2,0\textsubscript{I}:56,ega0/ega0-6.tex,93,4BD523567C1DF80AED8B536552C74ED6752EE8FFEE76ADB7AEBB80A065D50F17,english_discovery,unreviewed
ega:0.6.2.3,0,statement,6.2.3,0.6.2.3,ega:subsection:0.6.2,0\textsubscript{I}:56,ega0/ega0-6.tex,105,FEF5CE73D7B7FCB7D6A4713436A6B7637F3A08D6704B22102383BA87C9B5F67A,english_discovery,unreviewed
ega:subsection:0.6.3,0,subsection,subsection:0.6.3,subsection:0.6.3,ega:section:0.6,0\textsubscript{I}:56,ega0/ega0-6.tex,128,DC88800058C438B38885EC86661E0D3C7F08F8618E913BFDA225B57C4EECFA87,english_discovery,unreviewed
ega:0.6.3.1,0,statement,6.3.1,0.6.3.1,ega:subsection:0.6.3,0\textsubscript{I}:56,ega0/ega0-6.tex,131,ECEF5E20DCC9E8DAD236DD3251E97D2DAA527109CA4467ED2B091C6F2D2DE789,english_discovery,unreviewed
ega:0.6.3.2,0,statement,6.3.2,0.6.3.2,ega:subsection:0.6.3,0\textsubscript{I}:56,ega0/ega0-6.tex,144,4A154A140A1661C81B3A16234AA3516A9ECAAE4F609D5FB07EB747C170F881BA,english_discovery,unreviewed
ega:0.6.3.3,0,statement,6.3.3,0.6.3.3,ega:subsection:0.6.3,0\textsubscript{I}:56,ega0/ega0-6.tex,158,66E26AEA8DEC056032BFC31E7FD3FF63B4399F8016323540AA84B477C616AE48,english_discovery,unreviewed
ega:0.6.3.4,0,statement,6.3.4,0.6.3.4,ega:subsection:0.6.3,0\textsubscript{I}:57,ega0/ega0-6.tex,192,753443C3EDED68F3C97D0848845B490BE02804B1835E5737587552BD3899C7DE,english_discovery,unreviewed
ega:subsection:0.6.4,0,subsection,subsection:0.6.4,subsection:0.6.4,ega:section:0.6,0\textsubscript{I}:57,ega0/ega0-6.tex,216,58307E8B8E85AE722995A7EAAB15425F51F582A57E25C0915AF471B53BD90952,english_discovery,unreviewed
ega:0.6.4.1,0,statement,6.4.1,0.6.4.1,ega:subsection:0.6.4,0\textsubscript{I}:57,ega0/ega0-6.tex,219,062E8FD2D834670DCDA72CF142FB75CF4C291A324A9347731E8A45DC5383BB1E,english_discovery,unreviewed
ega:0.6.4.2,0,statement,6.4.2,0.6.4.2,ega:subsection:0.6.4,0\textsubscript{I}:58,ega0/ega0-6.tex,236,853F8860B0240A7AD7799C6583AB01CCB5F1C84F8E3BA4D48B2B3D832A1351F9,english_discovery,unreviewed
ega:0.6.4.3,0,statement,6.4.3,0.6.4.3,ega:subsection:0.6.4,0\textsubscript{I}:58,ega0/ega0-6.tex,244,A99C81C54F7E13F8E252C5EB90E757E7141598889F1153596D7671D0804D5B18,english_discovery,unreviewed
ega:0.6.4.4,0,statement,6.4.4,0.6.4.4,ega:subsection:0.6.4,0\textsubscript{I}:58,ega0/ega0-6.tex,250,E8E11AA6B0927C6AD1093E595594E98713D31C1C09BA8F107229B31643566703,english_discovery,unreviewed
ega:0.6.4.5,0,statement,6.4.5,0.6.4.5,ega:subsection:0.6.4,0\textsubscript{I}:58,ega0/ega0-6.tex,259,F6133CCB9E0D295BD75215140A10CDF921744167879A31D151108EC74FF03AA7,english_discovery,unreviewed
ega:subsection:0.6.5,0,subsection,subsection:0.6.5,subsection:0.6.5,ega:section:0.6,0\textsubscript{I}:58,ega0/ega0-6.tex,276,E4A334EC3F14C5B2F27995C161D005AF776C2494857DC5A14561DF5B632C5ACD,english_discovery,unreviewed
ega:0.6.5.1,0,statement,6.5.1,0.6.5.1,ega:subsection:0.6.5,0\textsubscript{I}:58,ega0/ega0-6.tex,279,133A9BDB73DCE2C6FB4325C005B0201D3879E8FF0B7311C3C7E14D8D90E66B13,english_discovery,unreviewed
ega:0.6.5.2,0,statement,6.5.2,0.6.5.2,ega:subsection:0.6.5,0\textsubscript{I}:58,ega0/ega0-6.tex,290,4DAD79DA402C92B922109186C1EFCD9F76449EDE47DA008EF3BC4D54246FB68C,english_discovery,unreviewed
ega:subsection:0.6.6,0,subsection,subsection:0.6.6,subsection:0.6.6,ega:section:0.6,0\textsubscript{I}:58,ega0/ega0-6.tex,301,97DC072D0384CE1CDEE1791E4142DF42864FB0C17D47AC32D92ECAA9B9BD2AB6,english_discovery,unreviewed
ega:0.6.6.1,0,statement,6.6.1,0.6.6.1,ega:subsection:0.6.6,0\textsubscript{I}:58,ega0/ega0-6.tex,304,B7F9A57D50D0D99D0143FDD0E105BCA31B39DFA62D920285014C2F076040466B,english_discovery,unreviewed
ega:0.6.6.2,0,statement,6.6.2,0.6.6.2,ega:subsection:0.6.6,0\textsubscript{I}:59,ega0/ega0-6.tex,325,84062F345A1A28D2F1403F2B954E38E041ACDFFFAAF73E3DADE69A8EE035392D,english_discovery,unreviewed
ega:0.6.6.3,0,statement,6.6.3,0.6.6.3,ega:subsection:0.6.6,0\textsubscript{I}:59,ega0/ega0-6.tex,335,75AB3F3A18A08A5005D8C3B0D17FFAB449FA992173B679794380BEB063801056,english_discovery,unreviewed
ega:0.6.6.4,0,statement,6.6.4,0.6.6.4,ega:subsection:0.6.6,0\textsubscript{I}:59,ega0/ega0-6.tex,343,4D2E550B1837457EE19223BD541CD12B99F275CB91644265421222E022DE1091,english_discovery,unreviewed
ega:subsection:0.6.7,0,subsection,subsection:0.6.7,subsection:0.6.7,ega:section:0.6,0\textsubscript{I}:59,ega0/ega0-6.tex,353,D6AB6D3F75E179D78D5C032FF116BED006983C2D1338735BA200373769AD6C16,english_discovery,unreviewed
ega:0.6.7.1,0,statement,6.7.1,0.6.7.1,ega:subsection:0.6.7,0\textsubscript{I}:59,ega0/ega0-6.tex,356,555DEAF038513ADBD2AE8C5E36C324BB55D3205325CA05C5E5F7AD4158E47776,english_discovery,unreviewed
ega:0.6.7.2,0,statement,6.7.2,0.6.7.2,ega:subsection:0.6.7,0\textsubscript{I}:59,ega0/ega0-6.tex,369,0E087B865C3F2436009CCFE5DD95E06A8EEDC1D7AE4993F47CFB0908087B7F6B,english_discovery,unreviewed
ega:0.6.7.3,0,statement,6.7.3,0.6.7.3,ega:subsection:0.6.7,0\textsubscript{I}:59,ega0/ega0-6.tex,379,04A388DE5A35B28540D1E71DACB5744BF2CC59D08D8012981CFF08363A6FD940,english_discovery,unreviewed
ega:0.6.7.4,0,statement,6.7.4,0.6.7.4,ega:subsection:0.6.7,0\textsubscript{I}:60,ega0/ega0-6.tex,393,F5F58DD0E7025D76583DDFE9031135F422465E0CD617A20629CEC0D7B04D6D8A,english_discovery,unreviewed
ega:0.6.7.5,0,statement,6.7.5,0.6.7.5,ega:subsection:0.6.7,0\textsubscript{I}:60,ega0/ega0-6.tex,411,1A9B271FA9E9DCA6F9E18CEC127B66439534AB351AB2F7A0C2BDC468C3ED0F58,english_discovery,unreviewed
ega:0.6.7.6,0,statement,6.7.6,0.6.7.6,ega:subsection:0.6.7,0\textsubscript{I}:60,ega0/ega0-6.tex,419,2F7525AD454749F1D698BCE6DF507B69094E87D97B8F66E70F2A21B560124D97,english_discovery,unreviewed
ega:0.6.7.6.1,0,subitem,6.7.6,0.6.7.6.1,ega:0.6.7.6,0\textsubscript{I}:60,ega0/ega0-6.tex,423,2E009A53B928A7586CA5D4AEA4843ABAC3E8BF07E9138BA412D21B9B5E8EC3BD,english_discovery,unreviewed
ega:0.6.7.8,0,statement,6.7.8,0.6.7.8,ega:subsection:0.6.7,0\textsubscript{I}:60,ega0/ega0-6.tex,436,27DC8B675C8946C2C8CD87FED6C5652994E4A68B5EA8F05B4F6321012F7E88AD,english_discovery,unreviewed
ega:section:0.7,0,section,section:0.7,section:0.7,ega:volume:0,,ega0/ega0-7.tex,2,50F4D8783A9B9186AD95150A61C5BAE20B0A0E9383B6E637CCB849A893CA02A8,english_discovery,unreviewed
ega:subsection:0.7.1,0,subsection,subsection:0.7.1,subsection:0.7.1,ega:section:0.7,,ega0/ega0-7.tex,5,D18670837CB9F15A78A10CE4860D62ECD13B41D1B98E36FBCAE8DAB228D92357,english_discovery,unreviewed
ega:0.7.1.1,0,statement,7.1.1,0.7.1.1,ega:subsection:0.7.1,,ega0/ega0-7.tex,8,1B9F7F9342973EB3988A2D48417548D05338259CAF0E3C31E233C6FE5D220D9A,english_discovery,unreviewed
ega:0.7.1.2,0,definition,7.1.2,0.7.1.2,ega:subsection:0.7.1,,ega0/ega0-7.tex,17,35C197155F0D09498C767D78D8705725A47E7501ACC5AE75453BC7F1EE75643B,english_discovery,unreviewed
ega:0.7.1.3,0,lemma,7.1.3,0.7.1.3,ega:subsection:0.7.1,0\textsubscript{I}:61,ega0/ega0-7.tex,35,C6D9975388D61B1B4A62709704279A2624D36768840F24E98D1B37FB7E007B66,english_discovery,unreviewed
ega:0.7.1.3:proof,0,proof,proof,,ega:0.7.1.3,0\textsubscript{I}:61,ega0/ega0-7.tex,48,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:0.7.1.4,0,proposition,7.1.4,0.7.1.4,ega:subsection:0.7.1,0\textsubscript{I}:61,ega0/ega0-7.tex,56,7DF667787C0F03E80959C7FA536F0BBC3B39C41DAFFADEFECFE1741A92ACDA30,english_discovery,unreviewed
ega:0.7.1.4:proof,0,proof,proof,,ega:0.7.1.4,0\textsubscript{I}:61,ega0/ega0-7.tex,67,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:0.7.1.5,0,corollary,7.1.5,0.7.1.5,ega:subsection:0.7.1,0\textsubscript{I}:61,ega0/ega0-7.tex,81,56C844334492C2C3B9FE8645F647C4D4C7EF20AE0733AAC202175E2C351F0144,english_discovery,unreviewed
ega:0.7.1.6,0,corollary,7.1.6,0.7.1.6,ega:subsection:0.7.1,0\textsubscript{I}:61,ega0/ega0-7.tex,86,D7E654D8CD523463E4B71897AD95681B99B1FEF828C5B6E2DAB163ADCB2E230A,english_discovery,unreviewed
ega:0.7.1.6:proof,0,proof,proof,,ega:0.7.1.6,0\textsubscript{I}:61,ega0/ega0-7.tex,100,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:0.7.1.7,0,corollary,7.1.7,0.7.1.7,ega:subsection:0.7.1,0\textsubscript{I}:62,ega0/ega0-7.tex,113,DDD89C737275FC7D45EDFFF58C661E07662F273CBCCD9A46937D6024ACFF0C0E,english_discovery,unreviewed
ega:0.7.1.8,0,corollary,7.1.8,0.7.1.8,ega:subsection:0.7.1,0\textsubscript{I}:62,ega0/ega0-7.tex,118,7B3205EB1AB0448DF1837609388E17A31FCB2643B3EAD9FF31D5F396B35335F1,english_discovery,unreviewed
ega:0.7.1.9,0,definition,7.1.9,0.7.1.9,ega:subsection:0.7.1,0\textsubscript{I}:62,ega0/ega0-7.tex,126,6F4C5E1A5791FA7FAAEDED79D220EB5410A0CAE4038525F0749187A46EE9C092,english_discovery,unreviewed
ega:0.7.1.10,0,proposition,7.1.10,0.7.1.10,ega:subsection:0.7.1,0\textsubscript{I}:62,ega0/ega0-7.tex,145,1DB01E058A01687F29698A1F42EC156DB60FEBDDEEECD2D9BA5C4B32AD4A2005,english_discovery,unreviewed
ega:0.7.1.11,0,corollary,7.1.11,0.7.1.11,ega:subsection:0.7.1,0\textsubscript{I}:62,ega0/ega0-7.tex,152,38527771F2680EB9B589A8437F50BD4846973E8657A9F7DF7A0D17BC0DF5AF4E,english_discovery,unreviewed
ega:0.7.1.12,0,corollary,7.1.12,0.7.1.12,ega:subsection:0.7.1,0\textsubscript{I}:62,ega0/ega0-7.tex,157,29E0F6B73F188A1967802102EFAA715C4DC6A0C755A2CDF484DDC9B2E104F9E9,english_discovery,unreviewed
ega:0.7.1.13,0,corollary,7.1.13,0.7.1.13,ega:subsection:0.7.1,0\textsubscript{I}:62,ega0/ega0-7.tex,163,E9456B755093C46C6C3257FD31999F77B3892B688BE186F3ABDA0034A8AA4592,english_discovery,unreviewed
ega:0.7.1.14,0,corollary,7.1.14,0.7.1.14,ega:subsection:0.7.1,0\textsubscript{I}:62,ega0/ega0-7.tex,169,39EB331E0A7D5FD85C55B718C69C58E86FB9BAA699CE34899BAF984271303781,english_discovery,unreviewed
ega:0.7.1.14:proof,0,proof,proof,,ega:0.7.1.14,0\textsubscript{I}:62,ega0/ega0-7.tex,175,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:subsection:0.7.2,0,subsection,subsection:0.7.2,subsection:0.7.2,ega:section:0.7,0\textsubscript{I}:62,ega0/ega0-7.tex,196,33EAABCBB60A78CF137B0FB85C7D3497370A17EA6BD3370D43D2360A123B1ED4,english_discovery,unreviewed
ega:0.7.2.1,0,statement,7.2.1,0.7.2.1,ega:subsection:0.7.2,0\textsubscript{I}:62,ega0/ega0-7.tex,199,A87EB394798F2D70F8C5F809FE6FC5DF232931ADED7E8C9A426EC7933068F5FC,english_discovery,unreviewed
ega:0.7.2.2,0,lemma,7.2.2,0.7.2.2,ega:subsection:0.7.2,0\textsubscript{I}:63,ega0/ega0-7.tex,215,DE30D0E0D048643F5B4DBF9CB7159CDD1705EC73B3E87D7E01570E852CCA7070,english_discovery,unreviewed
ega:0.7.2.2:proof,0,proof,proof,,ega:0.7.2.2,0\textsubscript{I}:63,ega0/ega0-7.tex,227,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:0.7.2.3,0,statement,7.2.3,0.7.2.3,ega:subsection:0.7.2,0\textsubscript{I}:63,ega0/ega0-7.tex,237,56A613E5A85326AF329AEDE3999CCEBF9431C20EB3776397331E1C06EF19F040,english_discovery,unreviewed
ega:0.7.2.4,0,proposition,7.2.4,0.7.2.4,ega:subsection:0.7.2,0\textsubscript{I}:63,ega0/ega0-7.tex,258,D850632273888136F001987B18C3B60E8C0A54AC3A5643B81BE62ED393FBA273,english_discovery,unreviewed
ega:0.7.2.4:proof,0,proof,proof,,ega:0.7.2.4,0\textsubscript{I}:63,ega0/ega0-7.tex,264,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:0.7.2.5,0,corollary,7.2.5,0.7.2.5,ega:subsection:0.7.2,0\textsubscript{I}:63,ega0/ega0-7.tex,277,82A8D8CA425500B32D79B082140FA3919F3440F58164A7B8970915BADD1DE04A,english_discovery,unreviewed
ega:0.7.2.6,0,corollary,7.2.6,0.7.2.6,ega:subsection:0.7.2,0\textsubscript{I}:64,ega0/ega0-7.tex,289,DE10481D1D746F8DB01CB96F5DF81933978A922C68911DE6592DE77E3216622C,english_discovery,unreviewed
ega:0.7.2.7,0,proposition,7.2.7,0.7.2.7,ega:subsection:0.7.2,0\textsubscript{I}:64,ega0/ega0-7.tex,309,D3C22F9CF07377ED64B094835A433C5F7C831C5E405296BB45EE0F04492B06C3,english_discovery,unreviewed
ega:0.7.2.7:proof,0,proof,proof,,ega:0.7.2.7,0\textsubscript{I}:64,ega0/ega0-7.tex,332,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:0.7.2.8,0,corollary,7.2.8,0.7.2.8,ega:subsection:0.7.2,0\textsubscript{I}:65,ega0/ega0-7.tex,375,0228DACEC07CC7C66C339739B5EF659FF668684AA65D0D411BF7C7983B16B399,english_discovery,unreviewed
ega:0.7.2.8:proof,0,proof,proof,,ega:0.7.2.8,0\textsubscript{I}:65,ega0/ega0-7.tex,380,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:0.7.2.9,0,proposition,7.2.9,0.7.2.9,ega:subsection:0.7.2,0\textsubscript{I}:65,ega0/ega0-7.tex,385,816C07A89AC14868622B56284FCFDB1DC41F7CB62E669DAE4DFC2FEE7C17A868,english_discovery,unreviewed
ega:0.7.2.9:proof,0,proof,proof,,ega:0.7.2.9,0\textsubscript{I}:65,ega0/ega0-7.tex,396,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:0.7.2.10,0,corollary,7.2.10,0.7.2.10,ega:subsection:0.7.2,0\textsubscript{I}:65,ega0/ega0-7.tex,416,844CE1945895EF1AD5D2939065B7F3F746831734EB40C8AB3362487272D3607B,english_discovery,unreviewed
ega:0.7.2.10:proof,0,proof,proof,,ega:0.7.2.10,0\textsubscript{I}:65,ega0/ega0-7.tex,424,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:0.7.2.11,0,remark,7.2.11,0.7.2.11,ega:subsection:0.7.2,0\textsubscript{I}:65,ega0/ega0-7.tex,432,E74852232C456773732465CC2C154A4AAFB722B9692A1C8557A5B3B010233B0F,english_discovery,unreviewed
ega:0.7.2.12,0,example,7.2.12,0.7.2.12,ega:subsection:0.7.2,0\textsubscript{I}:66,ega0/ega0-7.tex,444,14D0DEC6561379C8611C4ACACDBF30865704F30D8944554F6935C00DD0195B75,english_discovery,unreviewed
ega:subsection:0.7.3,0,subsection,subsection:0.7.3,subsection:0.7.3,ega:section:0.7,0\textsubscript{I}:66,ega0/ega0-7.tex,465,0929DD6B75ACE3D69854CC85F0407426BF036B54E54F38E0DCE195D3CB74CD16,english_discovery,unreviewed
